,SalesInMillions
0,1.8451780811776564
1,1.9188275351270854
2,3.943892159383815
3,2.3346902385594777
4,2.06493961667411
5,1.7290008861527286
6,1.8135148749236825
7,1.592844160301102
8,1.42474855794547
9,1.7701503686001703
10,1.8284149724594396
11,2.6853016115764534
12,1.711913678751329
13,1.6582696658703433
14,1.769933259462656
15,2.5054550516689575
16,1.7145770454887177
17,1.7806211077201048
18,1.6219066621231812
19,2.578916548818632
20,1.630694586324641
21,1.591388691571826
22,1.5678930041653047
23,3.3490657185535935
24,2.1021890382804016
25,1.872241344863366
26,1.5638515552765517
27,1.6102148759796062
28,1.4357860763522792
29,3.046675108994821
30,1.6187868277696988
31,1.814945751597011
32,10.824341691702186
33,2.5819345055501355
34,1.618615708713999
35,1.7901210398365128
36,1.5826039401324903
37,2.3740981259904586
38,1.5819064916155525
39,1.79994623964946
40,2.159109595412803
41,1.9913706945844034
42,1.7211950788950559
43,1.8657963342406707
44,1.8608388438291916
45,1.2853588201200177
46,1.6523485981131305
47,2.6823993223053813
48,2.3497136489333066
49,1.6113641011213473
50,3.586512344880139
51,1.6792870581715673
52,2.0209990291354405
53,1.9518737223280727
54,2.0799550570538274
55,1.7392633598254768
56,1.903721811031443
57,5.463998535862453
58,2.0084170891051034
59,1.7171077355218276
60,2.3389869064021647
61,1.9138336486455618
62,1.6458916574030964
63,2.2452300778697394
64,1.8606080921136485
65,2.1748027974114694
66,1.8464402176630568
67,1.719891447799073
68,1.9736142989929522
69,2.3193810205996686
70,2.082026205923964
71,1.956155192639218
72,2.2291364654640278
73,1.9068792626302746
74,4.555763783311153
75,1.80616638295156
76,1.7988542626263468
77,1.6709584474363655
78,2.2090991689247357
79,2.287688078811331
80,1.4154009541289216
81,1.4924881514821233
82,2.0366708903323985
83,1.5549165483303566
84,1.747309269352941
85,1.8928296921034773
86,2.7078553368865346
87,1.350696504923898
88,1.5910393705132597
89,2.4608657540728425
90,1.6666495814160869
91,1.5609877991204981
92,2.8469331754488993
93,1.2761372398849014
94,2.3376740185828444
95,1.4466143751386238
96,2.1637993625391916
97,2.361854249369763
98,1.855622622174718
99,1.8057519989751427
100,1.8085284291505908
101,2.1458015147641554
102,2.081729548363586
103,2.886091076301493
104,1.8967244015316955
105,2.591618776871587
106,1.692865798636688
107,2.0647007386167764
108,1.6195467913445372
109,1.4744286392095987
110,1.9495880585113776
111,1.6970119619014026
112,4.994745453522182
113,2.165769945206861
114,2.1263112433794342
115,1.760562465174668
116,1.9343292620820847
117,2.2013152740766886
118,1.9826469084083562
119,3.9368496990575372
120,2.057324090934191
121,1.6954130277831645
122,1.6527219845583587
123,1.7468836015169456
124,1.8685668897049648
125,1.8270268506528644
126,1.7761493686412404
127,2.6357792409856295
128,1.7532042908610732
129,1.9000435181170368
130,1.6207214584359138
131,1.9237476820609216
132,3.359536828562766
133,2.538996654583567
134,1.8109770323816448
135,2.038548458312629
136,1.9366806000657364
137,2.1398716819073127
138,1.7004131524927948
139,1.5862595141574973
140,2.6530399669422335
141,2.757826218337794
142,1.3673388723716828
143,2.373411603438281
144,1.884253419212408
145,2.0815488724144515
146,2.817035941681294
147,1.64493299106682
148,2.410387513724433
149,2.151416793129971
150,1.6385473352431312
151,1.840221838465335
152,2.041545089331112
153,1.6928953858654445
154,5.0457911005508
155,1.2515850022773811
156,2.6473940833166583
157,2.0059500066831775
158,1.617515640356816
159,1.593545927092449
160,1.7535211833428206
161,1.5847266903600554
162,2.6781390997355237
163,4.196367219484705
164,1.8781785804683553
165,1.8206972935552896
166,4.779974580775252
167,1.6512042916660385
168,2.0886054471423616
169,1.6031166933483716
170,2.6921467723633894
171,1.8511438738668085
172,2.8182598475228593
173,2.324368299810084
174,1.8703315169146026
175,2.4104282282504186
176,1.784799320389003
177,1.6861119911433247
178,2.251779015599702
179,2.0629421076263728
180,2.164842724978398
181,2.0412622170719685
182,1.3397004324722968
183,1.4902238167336763
184,1.5836904278569168
185,1.7852393205487824
186,1.9620157410700327
187,1.8699932128032513
188,1.5086474580415676
189,3.38262448665323
190,2.4364369659573906
191,1.8090184551563577
192,2.06512640849518
193,1.753837674549323
194,2.5283879378603427
195,2.404787369573085
196,1.6532854130722583
197,1.4421721010532724
198,1.8972718220681326
199,2.0749271284296205
200,1.6999741297506357
201,1.936878907970695
202,2.0422952793081177
203,1.734310634978852
204,1.477819417133158
205,4.268837080441209
206,1.9533303979105174
207,1.8352669704715243
208,1.7352096659360263
209,1.875224112265426
210,2.962732403173609
211,1.6106048241602138
212,2.8306222297105084
213,1.9453986468956141
214,2.149378015158394
215,5.019079203915502
216,3.320105002645545
217,2.593462584120244
218,1.5700103384540065
219,2.93057579591174
220,1.6714030097918149
221,2.0952577516590947
222,2.355877993041996
223,2.6947525716132033
224,2.9507863698267345
225,1.4359686492511798
226,2.0171957572550774
227,2.9652453220209387
228,2.6876157281887747
229,1.8246786967567927
230,1.6445583804392103
231,1.6108558012243281
232,1.844583106340198
233,1.7078669373942896
234,1.6971058299127095
235,2.4600188438737605
236,1.7435789476043881
237,2.8212567690965464
238,2.96790862745164
239,2.109546953737849
240,2.4014811887324723
241,2.077816999995188
242,1.7734569696733289
243,1.7234248848811125
244,2.4173171457916403
245,2.3482512421167274
246,2.367370401164032
247,1.923849566221657
248,3.200560533286783
249,1.8119591823795689
250,2.6638340592284253
251,1.8598913778155333
252,1.9974869749452782
253,2.31718661148161
254,2.2847813874357037
255,1.9420637136841605
256,1.6148742026725353
257,3.6672585367114388
258,1.8735002958597773
259,1.6202483378811994
260,2.001378137063894
261,2.1718385157222047
262,1.931943949142584
263,2.0648453604577175
264,2.6801424329040033
265,3.0647003478635253
266,1.6338294683910577
267,1.7291074436228198
268,5.32358119313686
269,1.5509550824477458
270,1.7276036813232267
271,1.606610836579368
272,2.2932587543126273
273,1.75044596133964
274,2.241218819106139
275,1.8077397467781096
276,2.5903700556463383
277,1.5927325524719163
278,3.6996057580760104
279,1.8781232351517911
280,2.5686605730857655
281,2.7559944125750415
282,1.703956075878886
283,3.6790140883075204
284,2.552460779167208
285,2.1030018899860417
286,1.651603667049286
287,2.060737800696252
288,3.227126766641285
289,2.5939813494490944
290,1.9075406808835165
291,1.889399590503676
292,2.534603842375079
293,2.3770110384944116
294,1.7395453240973169
295,1.688567224555487
296,2.1442526665118926
297,1.707653477101575
298,1.9653667087648288
299,1.5979572764360277
300,2.111123244485099
301,1.7227745534599632
302,1.5103112076688996
303,1.8540424036835912
304,1.9744036118009785
305,2.019581053122174
306,7.876783566769459
307,1.8126566227501497
308,1.9153911483636694
309,2.1870459801523237
310,1.4176968041409947
311,1.7288050531875394
312,2.0059164638973868
313,2.1782241272181873
314,1.8021768047054758
315,1.5910745480986057
316,2.2293914947232967
317,3.93716103539297
318,2.113021859677634
319,1.798236486479148
320,1.6636614197688193
321,1.6844503201304326
322,1.7580206541850145
323,2.0167822924887666
324,2.2991184016567185
325,1.7788486275219466
326,2.0423608871696177
327,3.1795041734825444
328,1.4711511389836875
329,1.818348535833726
330,2.004009807750061
331,1.5986371896557239
332,3.4533994719432304
333,1.9176840312336936
334,1.7919691998028997
335,2.207111119812067
336,2.1119422316058425
337,2.4913058883187573
338,1.516439241764437
339,2.016129499811628
340,1.5897224136494241
341,2.340596589846524
342,2.0066587457800225
343,1.8121512823405999
344,2.370745670229253
345,2.2936157765371736
346,1.777428084796707
347,1.650436573638878
348,1.6949181463482423
349,1.6402994208085624
350,1.8100771086851262
351,2.2322551714428185
352,2.6063984024742513
353,1.6216857694691764
354,2.5175726122572923
355,1.7240028521599438
356,1.7699967744056204
357,1.7947242801790273
358,1.6752449706934291
359,1.486073666421095
360,4.825959235498504
361,1.803966781631486
362,1.8642229480541963
363,2.109217167249881
364,2.3225724265934065
365,1.9450890837773445
366,1.720670508599331
367,2.4064060258669597
368,1.988942149022547
369,2.0815121968846424
370,3.0862435371266557
371,1.9537022102589279
372,1.641760556245267
373,4.2912398936363845
374,1.5023049726743105
375,3.4672053208461895
376,1.8292311822466056
377,2.0709443433952415
378,1.5069330660093612
379,1.7829399144465559
380,2.272750202252264
381,1.894853896701341
382,2.3380966256685247
383,1.4413306629450646
384,1.9790253222934564
385,1.588841950722339
386,3.112703125945848
387,1.6498050224840077
388,1.8386725535448631
389,2.0717119505048136
390,1.6547858586525215
391,1.7094085489024977
392,1.519231842406221
393,1.8225831754283524
394,2.233997305722841
395,1.80127536424733
396,2.548424997525316
397,1.807536040897246
398,1.925880758445191
399,1.4760019671368512
400,2.459968835337362
401,1.893721752074781
402,1.7832713011895225
403,2.544910567592663
404,3.4745499619883744
405,2.5451797190722183
406,2.3069582831035897
407,1.8995101312413845
408,2.541020603573952
409,1.7466737237407017
410,2.0445944492541264
411,1.7551601383532518
412,1.7731446583824586
413,1.6563231081265428
414,1.7309996558802538
415,1.3932781467678
416,3.310935172192626
417,1.6736079541311055
418,2.3852005886036336
419,1.5527710414491163
420,1.6877870867244602
421,3.1193130899887103
422,4.24836535797889
423,3.6289907801655894
424,2.203639094476967
425,1.7584378801853655
426,1.7148820606724016
427,2.4153961479970274
428,1.6164982191419226
429,1.824603922882732
430,1.5856935152741019
431,1.5586088888275942
432,1.7015018223327012
433,1.929386705304065
434,1.80604893833963
435,2.341449174267791
436,1.8441749240461618
437,1.5353927986389975
438,2.4806189802511738
439,1.938916858190988
440,10.641182503506407
441,3.6791502922921233
442,1.6888957101928805
443,1.8718299797823041
444,2.0814776106567368
445,1.7638431383588382
446,1.9034885286121443
447,2.382452652531094
448,1.414221059024708
449,1.3920713936735647
450,1.8818714176713112
451,1.6622793874507955
452,2.0198616417989124
453,3.2708668384764157
454,2.117714851695009
455,2.0281267629914628
456,1.4563835890162429
457,2.760113123304386
458,1.6468282568859718
459,2.1291274671230638
460,1.3432246101561662
461,2.060430685865855
462,1.7517115703393558
463,2.6152597467208483
464,1.8379194509833061
465,3.9229984523006904
466,1.948787552265048
467,1.7848604037374405
468,1.6200654487677923
469,1.7893574454786312
470,1.7753653204504518
471,2.0562523683006493
472,3.6137828636190132
473,2.384576244964854
474,1.8751200256467426
475,2.001083168140556
476,2.312031840050261
477,1.9496869489160076
478,2.0032935656174877
479,1.8650463230438936
480,2.2975370406332645
481,2.6129694882675745
482,1.8370949103182466
483,1.8221774775599036
484,2.229453429695399
485,1.881696041473537
486,2.1070100561038525
487,2.144953894132725
488,2.2704575051137357
489,2.2458257772624846
490,1.716446475823524
491,2.527838268185263
492,2.2370237652171716
493,1.8065191869887247
494,1.6793386317717496
495,1.6731648062999305
496,2.055220366051133
497,1.7908716076968665
498,2.646759833475713
499,1.8665198391418447
500,1.952005129979947
501,1.7717532945795076
502,1.8949267916321337
503,2.9702460026773756
504,2.533304312266561
505,1.65542590562305
506,2.2157581341731314
507,4.60682158815209
508,1.4985232722405808
509,3.1642190872648723
510,1.6155890573059506
511,1.965510600632363
512,4.806978431234552
513,1.7135520590391053
514,1.614306765412326
515,1.7159792016391942
516,1.8478585828375806
517,2.9221478994863554
518,1.7433606256182048
519,1.8482346490102965
520,2.2276427149443445
521,2.0224985502873483
522,1.824818540645303
523,1.5369757886507198
524,2.0289053676862725
525,2.1188573268936857
526,2.189469254385649
527,2.235420661716571
528,1.869504321954092
529,2.9960754980077353
530,2.065581769681081
531,1.9972754009544835
532,2.081894159631362
533,1.9847117672721024
534,4.011002539159162
535,1.7468698111946803
536,2.4526371041261803
537,1.7264351078443043
538,1.6241885935078133
539,1.6211484332515818
540,1.8687870480967361
541,2.0181094333124037
542,2.0687734039895322
543,2.1275170993968704
544,1.8949699090381102
545,1.6686681810337427
546,2.0799743176387966
547,1.770608523437452
548,2.0457785800896087
549,2.1999194642901103
550,1.7573992886528826
551,1.7299812880122072
552,4.935964502761018
553,1.5895613209608037
554,1.22763600655701
555,1.8280263158338115
556,2.148898989411715
557,2.060609601986098
558,1.5190701750673246
559,1.822502023009378
560,2.3278583289572845
561,2.1788897824312095
562,1.6516856571312903
563,2.8667393399792274
564,2.2697664765044445
565,1.4200178722394905
566,2.3961941895638956
567,1.7035738699628122
568,2.0976888941096745
569,1.8940347647084934
570,2.260357695492085
571,1.9077587416644954
572,2.0028713158229694
573,1.915718996690217
574,3.3291066797139557
575,1.5608128365632545
576,1.9306315781416303
577,1.6178468206134229
578,2.2746083677105404
579,2.036781841523614
580,1.213397212542444
581,1.727010349027501
582,1.7827424642855072
583,1.6900045475517915
584,1.4802317191720793
585,1.7217624937970735
586,2.0681104635171677
587,1.6896358618309237
588,1.794217429643612
589,2.017571283848575
590,2.861799434090976
591,2.7809724920960903
592,1.5731534088072947
593,1.9957425205283568
594,1.6881702426382306
595,2.4868436338750746
596,2.2720202632378963
597,1.858388365995274
598,2.084543781189496
599,1.7701638630686465
600,2.4406953746137643
601,1.813422956261542
602,2.128144012087924
603,2.202056484173166
604,2.24846019554149
605,1.8527047764294007
606,1.7104706452823226
607,1.977919640900514
608,1.846512435953181
609,3.8402866167349363
610,1.6815504900877147
611,1.8573031142718297
612,1.7420890942867189
613,1.8104891024779801
614,1.7254722952156285
615,1.9183540095189102
616,1.8952367200542075
617,1.8080874475217794
618,2.3618138133422453
619,5.226800056169083
620,4.129000648009036
621,2.2471987500496917
622,1.7394823676744913
623,2.1562829847139566
624,2.1201308824531004
625,4.800085842032456
626,2.8273386038896304
627,2.0967387999516998
628,2.0936390374167595
629,2.232121099848978
630,1.6230746648334822
631,1.6989315739967936
632,1.8594253094393085
633,2.266478925613047
634,1.7960452245808614
635,1.8993751682277846
636,1.5215830926792464
637,2.209820148902871
638,1.8261064947003909
639,1.7960399104831415
640,2.1269429769680452
641,2.4037718595399475
642,1.5513799915400892
643,2.1114482582544714
644,1.4586962644478176
645,1.4222616198433289
646,1.6131236697019022
647,1.8876468018789128
648,1.740256822668512
649,2.208661772244878
650,1.7848138414941324
651,1.97455878787577
652,1.6483406611140317
653,1.5203699638322534
654,1.6492033892055988
655,2.487005238506295
656,1.9941103719931277
657,4.0282925036138275
658,1.6190241868304287
659,2.08589860571454
660,3.422675919562273
661,1.678958516701894
662,1.7922061143643575
663,1.4708115261362689
664,1.939897047923458
665,1.5105461131909754
666,1.578593340179442
667,2.1583732029550684
668,2.0297946501055035
669,1.6426024150207745
